age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,cons.price.idx,cons.conf.idx,subscribed
36,2,2,5,0,0,0,2,5,3,837.0,2,93.994,-36.4,0
36,10,2,6,0,0,0,2,5,3,1423.0,3,93.994,-36.4,1
36,8,2,4,0,0,1,2,5,3,166.0,5,93.994,-36.4,0
58,6,2,3,0,0,0,2,5,3,256.0,4,93.994,-36.4,0
46,1,1,7,0,1,0,2,5,3,276.0,4,93.994,-36.4,0
41,1,3,7,0,0,0,2,5,3,349.0,2,93.994,-36.4,0
36,1,2,7,0,0,0,2,5,3,856.0,2,93.994,-36.4,0
60,6,2,4,0,0,0,2,5,3,278.0,2,93.994,-36.4,0
43,10,1,3,0,0,1,2,5,3,143.0,3,93.994,-36.4,0
30,8,2,4,0,1,0,2,5,3,249.0,2,93.994,-36.4,0
43,1,2,7,0,1,1,2,5,3,37.0,3,93.994,-36.4,0
41,1,2,7,0,1,0,2,5,3,187.0,3,93.994,-36.4,0
29,11,3,7,0,0,1,2,5,3,211.0,2,93.994,-36.4,0
29,1,3,7,0,1,1,2,5,3,266.0,2,93.994,-36.4,0
33,2,3,3,0,0,0,2,5,3,159.0,2,93.994,-36.4,0
41,7,3,7,0,1,0,2,5,3,318.0,2,93.994,-36.4,0
43,10,2,6,0,1,0,2,5,3,747.0,3,93.994,-36.4,0
40,5,2,7,0,0,0,2,5,4,319.0,5,93.994,-36.4,0
30,2,2,3,0,0,1,2,5,4,114.0,2,93.994,-36.4,0
37,1,2,5,0,1,0,2,5,4,170.0,5,93.994,-36.4,0
29,1,3,4,0,1,0,2,5,4,362.0,3,93.994,-36.4,0
30,8,2,4,0,0,0,2,5,4,86.0,4,93.994,-36.4,0
36,2,2,3,0,1,0,2,5,4,90.0,2,93.994,-36.4,0
41,1,2,2,0,0,0,2,5,4,1013.0,3,93.994,-36.4,0
35,2,2,5,0,1,0,2,5,4,76.0,7,93.994,-36.4,0
34,1,3,7,0,1,0,2,5,4,468.0,5,93.994,-36.4,0
45,1,2,2,0,1,0,2,5,4,226.0,2,93.994,-36.4,0
31,1,2,4,0,0,1,2,5,4,349.0,2,93.994,-36.4,0
35,4,2,1,0,0,0,2,5,4,646.0,3,93.994,-36.4,1
49,2,3,1,0,0,0,2,5,4,236.0,4,93.994,-36.4,0
60,11,2,7,0,0,1,2,5,4,112.0,1,93.994,-36.4,0
48,10,2,7,0,0,0,2,5,4,360.0,1,93.994,-36.4,0
30,10,1,6,0,1,0,2,5,4,366.0,1,93.994,-36.4,0
32,1,2,7,0,1,0,2,5,4,70.0,1,93.994,-36.4,0
30,3,2,7,0,0,0,2,5,4,230.0,1,93.994,-36.4,0
39,11,2,4,0,0,1,2,5,4,135.0,1,93.994,-36.4,0
37,7,2,3,0,1,0,2,5,4,65.0,1,93.994,-36.4,0
37,1,1,4,0,1,0,2,5,4,420.0,1,93.994,-36.4,0
41,2,2,2,0,0,0,2,5,4,259.0,1,93.994,-36.4,0
42,10,1,3,0,0,0,2,5,4,192.0,1,93.994,-36.4,0
42,10,1,3,0,0,0,2,5,4,263.0,1,93.994,-36.4,0
58,5,1,7,0,0,0,2,5,4,415.0,7,93.994,-36.4,0
32,8,2,3,0,0,0,2,5,4,746.0,1,93.994,-36.4,1
26,10,2,6,0,0,0,2,5,4,260.0,1,93.994,-36.4,0
31,2,3,5,0,0,0,2,5,4,735.0,1,93.994,-36.4,0
31,8,2,4,0,1,0,2,5,4,183.0,5,93.994,-36.4,0
37,2,2,3,0,1,1,2,5,4,87.0,1,93.994,-36.4,0
32,1,3,7,0,0,0,2,5,4,62.0,1,93.994,-36.4,0
33,1,2,7,0,1,0,2,5,4,139.0,2,93.994,-36.4,0
35,10,3,6,0,1,1,2,5,4,150.0,1,93.994,-36.4,0
32,4,2,1,0,0,0,2,5,4,244.0,1,93.994,-36.4,0
32,4,2,1,0,1,0,2,5,4,325.0,1,93.994,-36.4,0
31,3,3,3,0,0,0,2,5,4,183.0,1,93.994,-36.4,0
51,2,2,3,0,0,0,2,5,4,552.0,11,93.994,-36.4,0
35,2,3,5,0,0,0,2,5,4,104.0,1,93.994,-36.4,0
40,8,2,4,0,0,0,2,5,4,153.0,1,93.994,-36.4,0
44,2,3,4,0,1,0,2,5,4,182.0,2,93.994,-36.4,0
31,1,2,4,0,0,0,2,5,4,55.0,1,93.994,-36.4,0
30,2,2,3,0,0,0,2,5,4,644.0,2,93.994,-36.4,0
31,10,2,6,0,1,0,2,5,4,374.0,1,93.994,-36.4,0
45,1,1,2,0,1,0,2,5,4,240.0,1,93.994,-36.4,0
29,8,2,4,0,1,0,2,5,4,558.0,6,93.994,-36.4,0
34,2,3,3,0,0,0,2,5,4,1088.0,2,93.994,-36.4,0
30,2,3,1,0,0,0,2,5,4,41.0,1,93.994,-36.4,0
38,10,2,6,0,0,0,2,5,4,436.0,1,93.994,-36.4,0
33,1,2,7,0,0,0,2,5,4,463.0,1,93.994,-36.4,0
46,2,2,3,0,0,0,2,5,4,265.0,1,93.994,-36.4,0
41,3,1,7,0,1,0,2,5,4,234.0,1,93.994,-36.4,0
44,2,3,1,0,1,0,2,5,4,113.0,1,93.994,-36.4,0
46,4,2,1,0,1,0,2,5,4,158.0,1,93.994,-36.4,0
44,10,2,6,0,1,0,2,5,4,160.0,1,93.994,-36.4,0
35,10,2,6,0,0,0,2,5,4,504.0,3,93.994,-36.4,0
52,2,2,1,0,1,0,2,5,4,36.0,1,93.994,-36.4,0
33,8,1,4,0,1,0,2,5,4,109.0,1,93.994,-36.4,0
33,1,3,7,0,0,0,2,5,4,134.0,1,93.994,-36.4,0
44,2,1,5,0,0,1,2,5,4,94.0,1,93.994,-36.4,0
57,6,3,1,0,1,0,2,5,4,171.0,10,93.994,-36.4,0
26,1,2,4,0,0,0,2,5,4,326.0,4,93.994,-36.4,0
38,2,1,5,0,1,0,2,5,4,451.0,2,93.994,-36.4,0
41,10,2,3,0,1,0,2,5,4,347.0,1,93.994,-36.4,0
53,6,1,1,0,0,0,2,5,4,116.0,1,93.994,-36.4,0
42,8,1,2,0,1,0,2,5,4,1074.0,1,93.994,-36.4,1
41,5,2,4,0,0,0,2,5,4,77.0,1,93.994,-36.4,0
49,2,2,3,0,0,0,2,5,4,1036.0,1,93.994,-36.4,0
31,1,2,4,0,0,0,2,5,4,303.0,1,93.994,-36.4,0
37,7,2,6,0,1,0,2,5,4,80.0,1,93.994,-36.4,0
43,2,2,1,0,0,0,2,5,4,111.0,1,93.994,-36.4,0
45,1,2,4,0,1,0,2,5,4,695.0,1,93.994,-36.4,1
49,10,2,4,0,1,0,2,5,4,435.0,1,93.994,-36.4,0
52,2,2,3,0,1,0,2,5,4,397.0,1,93.994,-36.4,0
52,10,2,3,0,1,0,2,5,4,208.0,2,93.994,-36.4,0
34,1,3,4,0,1,0,2,5,4,168.0,5,93.994,-36.4,0
34,8,2,2,0,1,1,2,5,4,1000.0,1,93.994,-36.4,0
33,2,2,2,0,0,0,2,5,4,112.0,1,93.994,-36.4,0
46,2,2,1,0,0,1,2,5,4,599.0,2,93.994,-36.4,0
35,3,2,3,0,0,1,2,5,4,165.0,1,93.994,-36.4,0
41,1,2,7,0,1,0,2,5,4,55.0,1,93.994,-36.4,0
46,3,1,7,0,0,0,2,5,4,127.0,1,93.994,-36.4,0
41,8,2,3,0,1,1,2,5,4,75.0,1,93.994,-36.4,0
48,1,2,4,0,0,1,2,5,4,221.0,1,93.994,-36.4,0
59,1,2,4,0,1,0,2,5,4,285.0,1,93.994,-36.4,0
45,11,2,5,0,0,1,2,5,4,93.0,1,93.994,-36.4,0
40,4,3,7,0,0,0,2,5,4,71.0,2,93.994,-36.4,0
50,1,2,4,0,0,0,2,5,4,290.0,3,93.994,-36.4,0
45,2,2,1,0,0,0,2,5,4,164.0,1,93.994,-36.4,0
42,7,2,7,0,0,0,2,5,4,207.0,1,93.994,-36.4,0
36,8,2,4,0,0,0,2,5,4,295.0,2,93.994,-36.4,0
47,2,2,1,0,1,0,2,5,4,106.0,1,93.994,-36.4,0
45,2,2,1,0,0,0,2,5,4,219.0,1,93.994,-36.4,0
39,2,2,3,0,0,0,2,5,4,651.0,23,93.994,-36.4,1
48,10,2,6,0,0,0,2,5,4,145.0,4,93.994,-36.4,0
31,2,3,4,0,1,0,2,5,4,120.0,1,93.994,-36.4,0
40,11,1,4,0,0,0,2,5,4,101.0,1,93.994,-36.4,0
34,2,2,3,0,0,0,2,5,4,417.0,3,93.994,-36.4,0
33,10,2,6,0,0,0,2,5,4,191.0,4,93.994,-36.4,0
30,5,2,7,0,0,0,2,5,4,221.0,2,93.994,-36.4,0
38,1,2,2,0,1,0,2,5,4,229.0,1,93.994,-36.4,0
36,2,3,3,0,0,0,2,5,4,104.0,1,93.994,-36.4,0
34,1,2,4,0,0,0,2,5,4,122.0,1,93.994,-36.4,0
34,1,2,4,0,1,1,2,5,4,186.0,1,93.994,-36.4,0
33,8,2,1,0,0,0,2,5,4,402.0,1,93.994,-36.4,0
46,1,2,7,0,0,0,2,5,4,68.0,5,93.994,-36.4,0
48,2,2,2,0,1,1,2,5,4,182.0,1,93.994,-36.4,0
48,3,2,1,0,0,0,2,5,4,348.0,1,93.994,-36.4,0
55,2,2,3,0,0,0,2,5,4,203.0,2,93.994,-36.4,0
42,11,1,4,0,0,0,2,5,4,57.0,2,93.994,-36.4,0
41,2,3,3,0,0,0,2,5,4,74.0,1,93.994,-36.4,0
36,2,3,1,0,0,0,2,5,4,464.0,2,93.994,-36.4,0
36,10,3,7,0,0,0,2,5,4,738.0,7,93.994,-36.4,0
46,5,2,3,0,1,0,2,5,4,126.0,1,93.994,-36.4,0
57,10,1,1,0,1,0,2,5,4,452.0,2,93.994,-36.4,0
48,2,2,3,0,0,0,2,5,4,187.0,4,93.994,-36.4,0
58,7,2,7,0,0,0,2,5,4,136.0,1,93.994,-36.4,0
34,1,3,4,0,0,0,2,5,4,80.0,1,93.994,-36.4,0
42,1,2,7,0,0,0,2,5,4,431.0,1,93.994,-36.4,0
41,2,2,3,0,0,0,2,5,4,500.0,1,93.994,-36.4,1
55,6,2,6,0,1,0,2,5,4,301.0,1,93.994,-36.4,0
37,1,2,4,0,1,0,2,5,4,133.0,1,93.994,-36.4,0
46,2,3,1,0,0,0,2,5,4,218.0,2,93.994,-36.4,0
52,10,2,4,0,1,0,2,5,4,355.0,1,93.994,-36.4,0
45,11,2,5,0,0,1,2,5,4,160.0,1,93.994,-36.4,0
54,5,1,7,0,1,0,2,5,4,49.0,1,93.994,-36.4,0
32,4,3,1,0,1,0,2,5,4,117.0,1,93.994,-36.4,0
36,1,1,7,0,1,0,2,5,4,155.0,1,93.994,-36.4,0
32,4,3,1,0,0,0,2,5,4,477.0,1,93.994,-36.4,0
35,2,3,6,0,1,0,2,5,4,99.0,1,93.994,-36.4,0
37,8,2,4,0,0,0,2,5,4,200.0,3,93.994,-36.4,0
38,2,3,1,0,1,0,2,5,4,187.0,2,93.994,-36.4,0
37,1,1,4,0,0,0,2,5,4,51.0,10,93.994,-36.4,0
31,8,2,4,0,0,0,2,5,4,253.0,2,93.994,-36.4,0
45,3,2,7,0,0,0,2,5,4,71.0,1,93.994,-36.4,0
36,2,2,3,0,0,0,2,5,4,127.0,2,93.994,-36.4,0
49,7,2,3,0,1,0,2,5,4,74.0,2,93.994,-36.4,0
34,4,1,2,0,0,0,2,5,4,122.0,1,93.994,-36.4,0
39,10,2,6,0,0,0,2,5,4,173.0,2,93.994,-36.4,0
26,1,3,4,0,1,0,2,5,4,918.0,1,93.994,-36.4,0
36,2,2,1,0,0,0,2,5,4,544.0,2,93.994,-36.4,0
31,1,3,7,0,1,0,2,5,4,309.0,2,93.994,-36.4,0
54,2,1,1,0,0,0,2,5,4,138.0,2,93.994,-36.4,0
39,1,2,7,0,0,0,2,5,4,73.0,1,93.994,-36.4,0
43,10,1,6,0,1,0,2,5,4,193.0,5,93.994,-36.4,0
53,2,2,1,0,0,0,2,5,4,198.0,3,93.994,-36.4,0
28,1,3,4,0,1,0,2,5,4,243.0,4,93.994,-36.4,0
45,4,1,7,0,1,0,2,5,4,105.0,1,93.994,-36.4,0
35,11,1,1,0,1,0,2,5,4,98.0,1,93.994,-36.4,0
47,5,1,7,0,1,0,2,5,4,243.0,1,93.994,-36.4,0
35,1,3,7,0,0,0,2,5,4,135.0,1,93.994,-36.4,0
24,9,3,4,0,0,0,2,5,4,597.0,1,93.994,-36.4,0
31,3,2,4,0,1,0,2,5,4,168.0,1,93.994,-36.4,0
39,3,3,7,0,1,0,2,5,4,43.0,9,93.994,-36.4,0
39,2,3,1,0,0,0,2,5,4,122.0,6,93.994,-36.4,0
53,6,1,4,0,0,1,2,5,4,504.0,5,93.994,-36.4,0
54,2,1,1,0,0,0,2,5,4,192.0,3,93.994,-36.4,0
39,8,1,3,0,1,0,2,5,4,51.0,1,93.994,-36.4,0
48,1,2,6,0,1,0,2,5,4,178.0,1,93.994,-36.4,0
32,1,2,7,0,0,0,2,5,4,99.0,2,93.994,-36.4,0
36,2,2,6,0,1,1,2,5,4,224.0,1,93.994,-36.4,0
42,1,3,7,0,0,0,2,5,4,236.0,3,93.994,-36.4,0
36,2,2,3,0,0,0,2,5,4,815.0,1,93.994,-36.4,0
38,1,1,4,0,0,0,2,5,4,134.0,1,93.994,-36.4,0
34,5,2,7,0,1,0,2,5,4,118.0,1,93.994,-36.4,0
30,1,2,7,0,1,0,2,5,4,911.0,2,93.994,-36.4,1
36,10,3,6,0,1,0,2,5,4,238.0,1,93.994,-36.4,0
48,1,3,7,0,1,0,2,5,4,225.0,1,93.994,-36.4,0
32,5,2,2,0,1,0,2,5,4,490.0,3,93.994,-36.4,0
47,2,2,1,0,0,1,2,5,4,199.0,1,93.994,-36.4,0
43,10,1,6,0,0,0,2,5,4,644.0,1,93.994,-36.4,0
29,8,2,4,0,1,1,2,5,4,286.0,2,93.994,-36.4,0
44,2,1,5,0,0,0,2,5,4,76.0,3,93.994,-36.4,0
38,2,2,2,0,1,0,2,5,4,176.0,2,93.994,-36.4,0
59,6,2,6,0,0,0,2,5,4,422.0,3,93.994,-36.4,0
36,2,3,3,0,0,1,2,5,4,465.0,3,93.994,-36.4,0
34,1,1,3,0,0,0,2,5,4,973.0,2,93.994,-36.4,0
48,5,2,7,0,1,0,2,5,4,190.0,2,93.994,-36.4,0
27,11,2,3,0,0,0,2,5,4,84.0,14,93.994,-36.4,0
44,2,2,1,0,0,1,2,5,4,59.0,1,93.994,-36.4,0
36,2,2,3,0,0,0,2,5,4,294.0,2,93.994,-36.4,0
45,11,2,5,0,1,0,2,5,4,251.0,1,93.994,-36.4,0
31,2,2,2,0,1,1,2,5,4,237.0,2,93.994,-36.4,0
30,2,3,4,0,1,0,2,5,4,399.0,1,93.994,-36.4,0
31,1,3,4,0,0,0,2,5,4,132.0,22,93.994,-36.4,0
40,1,2,5,0,0,0,2,5,4,387.0,4,93.994,-36.4,0
42,5,1,7,0,0,0,2,5,4,279.0,9,93.994,-36.4,0
28,9,3,1,0,0,0,2,5,4,484.0,8,93.994,-36.4,0
32,8,3,6,0,1,0,2,5,4,561.0,1,93.994,-36.4,0
29,10,3,6,0,0,0,2,5,4,388.0,2,93.994,-36.4,0
34,10,3,6,0,0,0,2,5,4,100.0,4,93.994,-36.4,0
32,8,3,6,0,0,0,2,5,4,589.0,1,93.994,-36.4,0
26,2,3,2,0,0,1,2,5,4,160.0,1,93.994,-36.4,0
47,10,2,6,0,1,0,2,5,4,69.0,1,93.994,-36.4,0
41,1,3,5,0,1,0,2,5,4,103.0,1,93.994,-36.4,0
41,2,2,1,0,0,0,2,5,4,52.0,1,93.994,-36.4,0
24,8,3,4,0,0,0,2,5,4,486.0,2,93.994,-36.4,0
26,3,2,7,0,0,0,2,5,4,73.0,2,93.994,-36.4,0
28,2,2,3,0,0,0,2,5,4,523.0,5,93.994,-36.4,0
38,2,3,3,0,0,0,2,5,4,73.0,5,93.994,-36.4,0
35,1,2,7,0,0,0,2,5,4,420.0,4,93.994,-36.4,0
30,10,3,6,0,0,0,2,5,4,584.0,2,93.994,-36.4,0
28,1,1,4,0,0,1,2,5,4,155.0,2,93.994,-36.4,0
38,9,3,7,0,0,0,2,5,4,619.0,4,93.994,-36.4,0
34,5,2,7,0,0,1,2,5,4,298.0,3,93.994,-36.4,0
44,10,2,6,0,1,0,2,5,4,515.0,2,93.994,-36.4,0
40,1,2,7,0,1,0,2,5,4,404.0,7,93.994,-36.4,0
32,1,1,4,0,1,0,2,5,4,241.0,23,93.994,-36.4,0
29,1,2,7,0,1,0,2,5,4,302.0,1,93.994,-36.4,0
50,11,2,6,0,0,0,2,5,4,440.0,2,93.994,-36.4,0
53,1,1,7,0,1,1,2,5,4,172.0,2,93.994,-36.4,0
45,2,2,1,0,1,0,2,5,4,276.0,3,93.994,-36.4,0
57,1,2,7,0,1,0,2,5,4,213.0,4,93.994,-36.4,0
29,10,2,7,0,0,1,2,5,4,194.0,2,93.994,-36.4,0
26,11,3,3,0,0,1,2,5,4,546.0,8,93.994,-36.4,0
34,1,2,7,0,1,0,2,5,4,419.0,2,93.994,-36.4,0
37,10,3,7,0,0,0,2,5,4,156.0,5,93.994,-36.4,0
34,10,2,7,0,1,0,2,5,4,184.0,2,93.994,-36.4,0
53,1,2,3,0,1,1,2,5,4,548.0,1,93.994,-36.4,0
28,10,3,6,0,1,0,2,5,4,760.0,2,93.994,-36.4,0
48,2,2,3,0,1,0,2,5,4,244.0,2,93.994,-36.4,0
54,1,2,4,0,1,1,2,5,4,171.0,2,93.994,-36.4,0
56,5,2,2,0,0,1,2,5,4,92.0,3,93.994,-36.4,0
31,7,2,3,0,0,0,2,5,4,301.0,4,93.994,-36.4,0
31,2,1,3,0,0,0,2,5,4,475.0,2,93.994,-36.4,0
38,10,2,7,0,1,0,2,5,4,770.0,2,93.994,-36.4,0
44,8,2,4,0,0,0,2,5,4,126.0,2,93.994,-36.4,0
36,1,2,2,0,0,0,2,5,4,114.0,1,93.994,-36.4,0
49,1,1,4,0,0,0,2,5,4,136.0,3,93.994,-36.4,0
30,1,2,7,0,1,0,2,5,4,196.0,2,93.994,-36.4,0
28,10,3,7,0,1,0,2,5,4,129.0,1,93.994,-36.4,0
50,2,2,3,0,1,0,2,5,4,697.0,3,93.994,-36.4,1
49,5,2,7,0,0,1,2,5,4,192.0,3,93.994,-36.4,0
29,10,3,6,0,1,1,2,5,4,118.0,4,93.994,-36.4,0
29,2,2,2,0,0,0,2,5,4,160.0,1,93.994,-36.4,0
46,1,2,7,0,0,0,2,5,4,430.0,2,93.994,-36.4,0
54,6,1,6,0,1,0,2,5,4,242.0,6,93.994,-36.4,0
49,2,2,5,0,0,0,2,5,4,809.0,3,93.994,-36.4,0
41,1,2,4,0,1,0,2,5,4,317.0,7,93.994,-36.4,0
43,1,2,7,0,1,0,2,5,4,493.0,2,93.994,-36.4,0
35,5,2,7,0,0,0,2,5,4,112.0,2,93.994,-36.4,0
34,1,3,4,0,0,0,2,5,4,523.0,2,93.994,-36.4,0
36,1,1,7,0,1,0,2,5,4,309.0,2,93.994,-36.4,0
45,10,1,6,0,1,0,2,5,4,850.0,6,93.994,-36.4,0
49,10,2,7,0,1,0,2,5,4,420.0,2,93.994,-36.4,0
35,2,2,3,0,0,0,2,5,4,71.0,3,93.994,-36.4,0
41,2,2,3,0,1,0,2,5,4,314.0,7,93.994,-36.4,0
34,2,2,3,0,1,0,2,5,4,196.0,4,93.994,-36.4,0
37,5,3,4,0,0,0,2,5,4,95.0,6,93.994,-36.4,0
46,1,3,4,0,0,0,2,5,4,78.0,4,93.994,-36.4,0
27,10,3,6,0,0,0,2,5,4,124.0,2,93.994,-36.4,0
55,2,1,3,0,1,0,2,5,4,190.0,6,93.994,-36.4,0
36,1,3,7,0,0,0,2,5,4,53.0,3,93.994,-36.4,0
57,5,2,7,0,1,0,2,5,4,278.0,4,93.994,-36.4,0
37,10,2,7,0,0,0,2,5,4,263.0,4,93.994,-36.4,0
34,8,2,4,0,0,0,2,5,4,214.0,4,93.994,-36.4,0
32,1,2,7,0,0,0,2,5,4,88.0,3,93.994,-36.4,0
40,10,2,6,0,0,0,2,5,4,255.0,12,93.994,-36.4,0
25,1,3,4,0,0,1,2,5,4,311.0,3,93.994,-36.4,0
36,2,2,4,0,1,1,2,5,4,426.0,6,93.994,-36.4,0
48,3,2,1,0,0,1,2,5,4,302.0,8,93.994,-36.4,0
57,6,3,4,0,1,0,2,5,4,448.0,4,93.994,-36.4,0
42,10,2,4,0,0,0,2,5,4,70.0,6,93.994,-36.4,0
44,1,3,4,0,1,0,2,5,4,347.0,4,93.994,-36.4,0
30,1,3,4,0,0,1,2,5,4,892.0,4,93.994,-36.4,1
30,2,2,3,0,1,0,2,5,4,320.0,3,93.994,-36.4,0
37,10,2,6,0,1,0,2,5,4,175.0,2,93.994,-36.4,0
35,2,2,1,0,0,0,2,5,4,98.0,2,93.994,-36.4,0
43,5,2,6,0,0,0,2,5,4,734.0,5,93.994,-36.4,0
31,8,3,4,0,1,0,2,5,4,543.0,12,93.994,-36.4,0
49,2,2,2,0,1,0,2,5,4,374.0,5,93.994,-36.4,0
36,1,1,7,0,0,0,2,5,4,241.0,2,93.994,-36.4,0
40,2,3,3,0,1,0,2,5,4,137.0,2,93.994,-36.4,0
29,11,3,7,0,0,0,2,5,4,297.0,1,93.994,-36.4,0
58,7,1,5,0,1,0,2,5,4,491.0,2,93.994,-36.4,0
37,2,2,3,0,1,0,2,5,4,377.0,4,93.994,-36.4,0
36,7,2,3,0,1,1,2,5,5,122.0,2,93.994,-36.4,0
32,3,2,4,0,0,0,2,5,5,248.0,3,93.994,-36.4,0
36,1,2,7,0,1,0,2,5,5,336.0,2,93.994,-36.4,0
35,10,2,7,0,1,0,2,5,5,371.0,2,93.994,-36.4,0
47,3,2,7,0,1,0,2,5,5,329.0,3,93.994,-36.4,0
31,2,1,2,0,1,0,2,5,5,597.0,17,93.994,-36.4,0
51,2,2,4,0,0,1,2,5,5,247.0,1,93.994,-36.4,0
34,2,3,7,0,1,1,2,5,5,266.0,6,93.994,-36.4,0
42,1,2,5,0,0,0,2,5,5,137.0,1,93.994,-36.4,0
39,10,2,6,0,1,0,2,5,5,159.0,1,93.994,-36.4,0
32,8,2,4,0,0,1,2,5,5,206.0,4,93.994,-36.4,0
37,8,2,4,0,1,0,2,5,5,228.0,1,93.994,-36.4,0
45,3,2,7,0,1,1,2,5,5,515.0,1,93.994,-36.4,1
30,7,3,4,0,1,0,2,5,5,144.0,1,93.994,-36.4,0
38,8,2,4,0,1,0,2,5,5,512.0,1,93.994,-36.4,0
35,1,3,4,0,0,1,2,5,5,813.0,1,93.994,-36.4,1
32,10,3,6,0,1,0,2,5,5,247.0,1,93.994,-36.4,0
25,8,1,1,0,1,0,2,5,5,601.0,1,93.994,-36.4,0
56,10,2,6,0,0,1,2,5,5,73.0,1,93.994,-36.4,0
39,1,2,7,0,0,0,2,5,5,230.0,3,93.994,-36.4,0
40,8,1,4,0,0,0,2,5,5,456.0,1,93.994,-36.4,0
48,5,2,7,0,0,0,2,5,5,75.0,1,93.994,-36.4,0
38,1,3,3,0,0,0,2,5,5,387.0,1,93.994,-36.4,0
37,2,2,4,0,0,0,2,5,5,286.0,1,93.994,-36.4,0
26,1,3,4,0,1,0,2,5,5,448.0,2,93.994,-36.4,0
39,1,3,5,0,0,0,2,5,5,212.0,1,93.994,-36.4,0
53,10,2,4,0,0,0,2,5,5,178.0,1,93.994,-36.4,0
57,5,1,7,0,0,0,2,5,5,111.0,1,93.994,-36.4,0
29,2,3,4,0,1,0,2,5,5,803.0,1,93.994,-36.4,1
35,1,2,7,0,1,0,2,5,5,150.0,1,93.994,-36.4,0
46,1,2,4,0,0,0,2,5,5,297.0,1,93.994,-36.4,0
27,1,3,4,0,0,0,2,5,5,656.0,2,93.994,-36.4,0
43,1,1,4,0,1,0,2,5,5,88.0,6,93.994,-36.4,0
45,10,2,7,0,1,0,2,5,5,1143.0,3,93.994,-36.4,1
59,6,1,1,0,1,0,2,5,5,118.0,2,93.994,-36.4,0
38,7,3,7,0,0,0,2,5,5,104.0,1,93.994,-36.4,0
41,10,3,6,0,1,0,2,5,5,103.0,1,93.994,-36.4,0
29,2,3,2,0,0,0,2,5,5,213.0,1,93.994,-36.4,0
35,1,2,7,0,1,0,2,5,5,122.0,1,93.994,-36.4,0
25,4,3,3,0,0,0,2,5,5,130.0,4,93.994,-36.4,0
44,5,2,7,0,0,0,2,5,5,627.0,1,93.994,-36.4,0
28,8,3,4,0,1,0,2,5,5,207.0,1,93.994,-36.4,0
45,1,1,7,0,0,0,2,5,5,114.0,2,93.994,-36.4,0
39,1,2,4,0,0,0,2,5,5,216.0,1,93.994,-36.4,0
28,1,3,7,0,1,0,2,5,5,250.0,1,93.994,-36.4,0
42,1,3,7,0,1,0,2,5,5,91.0,1,93.994,-36.4,0
59,2,2,1,0,0,0,2,5,5,159.0,1,93.994,-36.4,0
49,1,2,5,0,1,0,2,5,5,731.0,4,93.994,-36.4,0
34,1,2,7,0,1,0,2,5,5,37.0,1,93.994,-36.4,0
39,2,2,4,0,0,0,2,5,5,46.0,1,93.994,-36.4,0
41,1,2,4,0,0,0,2,5,5,356.0,2,93.994,-36.4,0
39,2,2,1,0,0,0,2,5,5,242.0,7,93.994,-36.4,0
48,1,1,3,0,1,0,2,5,5,274.0,2,93.994,-36.4,0
52,5,1,7,0,0,0,2,5,5,355.0,2,93.994,-36.4,0
35,10,2,6,0,1,0,2,5,5,149.0,1,93.994,-36.4,0
56,2,3,2,0,1,0,2,5,5,346.0,1,93.994,-36.4,0
60,3,2,1,0,0,0,2,5,5,261.0,1,93.994,-36.4,0
34,10,2,6,0,0,1,2,5,5,63.0,1,93.994,-36.4,0
26,2,3,3,0,0,0,2,5,5,688.0,1,93.994,-36.4,1
29,4,3,4,0,0,0,2,5,5,125.0,1,93.994,-36.4,0
38,10,2,6,0,1,0,2,5,5,167.0,1,93.994,-36.4,0
32,2,2,3,0,0,0,2,5,5,244.0,1,93.994,-36.4,0
24,8,2,4,0,0,0,2,5,5,122.0,1,93.994,-36.4,0
53,2,2,3,0,0,0,2,5,5,130.0,2,93.994,-36.4,0
34,2,2,3,0,0,0,2,5,5,345.0,1,93.994,-36.4,0
52,10,2,6,0,0,0,2,5,5,145.0,1,93.994,-36.4,0
40,1,2,7,0,0,0,2,5,5,214.0,1,93.994,-36.4,0
37,10,3,7,0,0,0,2,5,5,132.0,1,93.994,-36.4,0
45,10,1,6,0,1,0,2,5,5,117.0,1,93.994,-36.4,0
40,3,2,7,0,0,0,2,5,5,803.0,1,93.994,-36.4,1
57,5,1,7,0,1,0,2,5,5,754.0,1,93.994,-36.4,0
33,8,2,4,0,1,0,2,5,5,211.0,2,93.994,-36.4,0
35,1,1,7,0,1,0,2,5,5,192.0,1,93.994,-36.4,0
52,5,2,6,0,0,0,2,5,5,203.0,1,93.994,-36.4,0
48,10,3,4,0,1,0,2,5,5,76.0,3,93.994,-36.4,0
52,2,2,3,0,1,0,2,5,5,171.0,2,93.994,-36.4,0
39,1,2,4,0,1,0,2,5,5,343.0,1,93.994,-36.4,0
50,2,2,3,0,1,0,2,5,5,77.0,1,93.994,-36.4,0
29,3,2,2,0,0,0,2,5,5,217.0,2,93.994,-36.4,0
25,2,3,1,0,0,0,2,5,5,196.0,1,93.994,-36.4,0
32,1,2,7,0,0,0,2,5,5,178.0,2,93.994,-36.4,0
30,3,2,4,0,1,0,2,5,5,410.0,1,93.994,-36.4,0
28,1,3,4,0,1,0,2,5,5,265.0,1,93.994,-36.4,0
41,5,2,7,0,0,0,2,5,5,172.0,4,93.994,-36.4,0
